Date,Venue,Race_no,Race_name,Order_of_finish,Frame_number,Horse_numbers,Horse_name,Sex,Age,Horse_weight,Time,D_horse_weight,Margin,Time_3F,Jockey_name,Load_weight,Odds_order,Odds,Trainer
1986/1/5,京都,7,サラ系5歳上400万円以下,1,2,2,マルブツリュウ,牡,7,548,87.2,8,,50.9,加用 正,56.0,4,4,大久保 正陽
1986/1/5,京都,7,サラ系5歳上400万円以下,2,5,9,キタノフイルモン,牡,6,490,87.2,-2,ハナ,50.4,岡冨 俊一,57.0,14,14,瀬戸口 勉
1986/1/5,京都,7,サラ系5歳上400万円以下,3,1,1,テスコヤマカツ,牝,6,516,87.5,38,13/4馬身,50.9,小島 貞博,55.0,8,8,戸山 為夫
1986/1/5,京都,7,サラ系5歳上400万円以下,4,4,7,スリーエクセル,牝,6,484,87.5,2,アタマ,50.9,田之上 幸男,55.0,2,2,田之上 勲
1986/1/5,京都,7,サラ系5歳上400万円以下,5,3,4,ツルギテンザン,牡,6,494,87.6,-2,3/4馬身,50.9,東田 幸男,57.0,1,1,二分 久男
1986/1/5,京都,7,サラ系5歳上400万円以下,6,7,12,メトロレーザー,牝,6,422,87.7,0,1/2馬身,50.5,田所 秀孝,55.0,13,13,田所 秀雄
1986/1/5,京都,7,サラ系5歳上400万円以下,7,3,5,チェリーマドンナ,牝,5,464,87.8,-4,1/2馬身,50.6,樋口 弘,54.0,9,9,吉永 猛
1986/1/5,京都,7,サラ系5歳上400万円以下,8,8,14,スティールオーザ,牡,6,520,88.0,12,11/2馬身,50.8,楠 孝志,57.0,11,11,橋田 満
1986/1/5,京都,7,サラ系5歳上400万円以下,9,6,11,ヒロノダイテイ,牡,6,508,88.1,-6,1/2馬身,50.5,五十嵐 忠男,57.0,10,10,清水 久雄
1986/1/5,京都,7,サラ系5歳上400万円以下,10,5,8,トウジンケイアイ,牡,5,498,88.2,6,クビ,51.3,寺田 雅之,56.0,5,5,梅内 慶蔵
1986/1/5,京都,7,サラ系5歳上400万円以下,11,4,6,ハクサンハバチ,牝,5,422,88.3,2,3/4馬身,51.4,石橋 守,52.0,12,12,梅内 慶蔵
1986/1/5,京都,7,サラ系5歳上400万円以下,12,7,13,ニホンピロオーロラ,牝,5,478,88.3,-6,ハナ,50.8,出津 孝一,53.5,7,7,服部 正利
1986/1/5,京都,7,サラ系5歳上400万円以下,13,6,10,メイショウリバー,牡,5,440,88.4,4,1/2馬身,52.0,上籠 勝仁,53.0,15,15,星川 薫
1986/1/5,京都,7,サラ系5歳上400万円以下,14,2,3,ヤングバーラム,牝,6,456,88.5,14,1/2馬身,52.1,西園 正都,55.0,6,6,柳田 次男
1986/1/5,京都,7,サラ系5歳上400万円以下,15,8,15,ランドサット,牡,5,420,89.5,2,6馬身,52.8,山田 和広,53.0,3,3,上田 三千夫
1986/1/5,京都,8,サラ系5歳上400万円以下,1,3,5,ラックヒアロー,牡,6,504,85.5,2,,48.9,西浦 勝一,57.0,1,1,柳田 次男
1986/1/5,京都,8,サラ系5歳上400万円以下,2,5,9,ダイイチジンジン,牡,5,504,85.5,6,ハナ,48.2,田原 成貴,56.0,2,2,谷 八郎
1986/1/5,京都,8,サラ系5歳上400万円以下,3,5,8,シバロイヤル,牡,5,432,86.0,2,3馬身,49.4,中竹 和也,55.0,8,8,吉田 三郎
1986/1/5,京都,8,サラ系5歳上400万円以下,4,6,10,ニトラ,牡,5,512,86.1,2,3/4馬身,49.8,猿橋 重利,56.0,9,9,増本 勇
1986/1/5,京都,8,サラ系5歳上400万円以下,5,7,13,ダイキチヒエン,牡,7,478,86.2,0,クビ,50.2,音無 秀孝,56.0,3,3,田中 良平
1986/1/5,京都,8,サラ系5歳上400万円以下,6,2,2,ナンカイターフ,牝,5,406,86.3,2,3/4馬身,49.4,丸山 勝秀,54.0,7,7,湯浅 三郎
1986/1/5,京都,8,サラ系5歳上400万円以下,7,8,14,ジングリン,牡,5,484,86.8,4,3馬身,50.4,小屋敷 昭,56.0,6,6,夏村 辰男
1986/1/5,京都,8,サラ系5歳上400万円以下,8,4,7,ノーブルライラック,牡,6,452,86.9,2,クビ,49.9,伊藤 稔,57.0,4,4,須貝 彦三
1986/1/5,京都,8,サラ系5歳上400万円以下,9,7,12,ファルコンサム,牡,5,486,86.9,2,ハナ,50.8,村本 善之,56.0,5,5,高橋 直
1986/1/5,京都,8,サラ系5歳上400万円以下,10,8,15,カルストンノーザン,牡,5,476,87.6,-2,4馬身,51.5,安藤 賢一,56.0,12,12,大根田 裕也
1986/1/5,京都,8,サラ系5歳上400万円以下,11,3,4,ダイタクアテイン,牡,6,420,88.1,2,3馬身,51.2,西橋 昇,57.0,15,15,梅田 康雄
1986/1/5,京都,8,サラ系5歳上400万円以下,12,6,11,メイショウタイザン,牡,7,516,88.6,2,3馬身,51.6,丸山 雅夫,56.0,11,11,高橋 成忠
1986/1/5,京都,8,サラ系5歳上400万円以下,13,2,3,シンシアシチー,牝,5,404,88.6,4,ハナ,51.5,藤原 哲朗,54.0,13,13,坂口 正二
1986/1/5,京都,8,サラ系5歳上400万円以下,14,4,6,レッドサイクロン,牝,5,478,89.0,0,21/2馬身,51.7,福有 稔,51.0,10,10,領家 政蔵
1986/1/5,京都,8,サラ系5歳上400万円以下,15,1,1,サンエムマイティ,牡,6,480,89.1,2,3/4馬身,52.3,佐藤 正雄,57.0,14,14,松田 正弘
1986/1/5,京都,9,福寿草特別,1,7,10,フミノアプローズ,牡,4,470,65.4,-8,,50.1,丸山 勝秀,55.0,6,6,土門 一美
1986/1/5,京都,9,福寿草特別,2,6,9,ニホンピロスイセイ,牡,4,436,66.2,-2,5馬身,51.1,南井 克巳,55.0,2,2,服部 正利
1986/1/5,京都,9,福寿草特別,3,4,5,ラッキーナイト,牡,4,436,66.6,-2,21/2馬身,50.7,松田 幸春,55.0,9,9,松田 由太郎
1986/1/5,京都,9,福寿草特別,4,4,4,ライトサザーン,牡,4,482,66.8,-2,11/2馬身,51.4,猿橋 重利,55.0,4,4,増本 豊
1986/1/5,京都,9,福寿草特別,5,3,3,タイマーシャル,牡,4,486,67.0,-2,11/4馬身,50.6,増井 裕,55.0,3,3,坂口 正則
1986/1/5,京都,9,福寿草特別,6,7,11,メジロホルン,牡,4,476,67.0,-6,ハナ,51.6,村本 善之,55.0,8,8,大久保 正陽
1986/1/5,京都,9,福寿草特別,7,8,12,マルカイッキ,牡,4,502,67.3,2,13/4馬身,51.6,川端 義雄,55.0,12,12,内藤 繁春
1986/1/5,京都,9,福寿草特別,8,5,6,タマモチャンピオン,牡,4,462,67.4,-8,クビ,51.7,田原 成貴,55.0,7,7,吉永 忍
1986/1/5,京都,9,福寿草特別,9,5,7,アサズイショー,牝,4,404,67.4,-2,アタマ,51.7,菅谷 正巳,53.0,10,10,武田 文吾
1986/1/5,京都,9,福寿草特別,10,6,8,ネーハイコーワ,牡,4,444,67.4,0,ハナ,51.5,岩元 市三,55.0,5,5,布施 正
1986/1/5,京都,9,福寿草特別,11,2,2,ダイナキキョウ,牝,4,408,68.9,-6,9馬身,52.7,加用 正,53.0,11,11,瀬戸口 勉
1986/1/5,京都,9,福寿草特別,12,1,1,ベルロッチ,牡,4,436,69.8,6,5馬身,53.3,河内 洋,55.0,1,1,伊藤 雄二
1986/1/5,京都,9,福寿草特別,13,8,13,ハイエストリーダー,牡,4,500,69.8,10,クビ,53.6,田之上 幸男,55.0,13,13,田之上 勲
1986/1/5,京都,10,稲荷特別,1,6,6,ヒデファミリー,牡,6,440,111.5,-2,,48.7,増井 裕,57.0,5,5,鶴留 明雄
1986/1/5,京都,10,稲荷特別,2,8,8,クラウンエクシード,せん,6,464,111.8,4,2馬身,49.3,秋山 忠一,57.0,1,1,小林 稔
1986/1/5,京都,10,稲荷特別,3,8,9,コガネエイカン,牝,6,430,112.0,0,11/4馬身,49.6,田島 信行,55.0,2,2,浜田 光正
1986/1/5,京都,10,稲荷特別,4,3,3,リパングルックス,牡,6,466,112.2,0,11/4馬身,49.2,加用 正,57.0,6,6,北橋 修二
1986/1/5,京都,10,稲荷特別,5,7,7,ヒロノローマン,牡,5,482,112.5,4,13/4馬身,49.8,松田 幸春,56.0,9,9,松田 由太郎
1986/1/5,京都,10,稲荷特別,6,1,1,ワンダーインデンス,牝,5,454,112.5,2,クビ,49.9,丸山 勝秀,54.0,7,7,小野 留嘉
1986/1/5,京都,10,稲荷特別,7,5,5,ワールドスペイン,牡,6,476,112.6,-4,1/2馬身,50.2,武 永祥,57.0,3,3,武 平三
1986/1/5,京都,10,稲荷特別,8,2,2,ロイヤルサム,牡,6,496,112.7,0,1/2馬身,50.1,猿橋 重利,57.0,8,8,高橋 直
1986/1/5,京都,10,稲荷特別,9,4,4,ミスターターボ,牡,6,480,113.0,0,13/4馬身,50.1,河内 洋,57.0,4,4,増本 勇
1986/1/5,京都,11,スポーツニッポン賞金杯,1,6,9,エーコーフレンチ,牡,6,466,63.8,-2,,48.5,田島 信行,57.0,9,9,安田 伊佐夫
1986/1/5,京都,11,スポーツニッポン賞金杯,2,8,13,スピードヒーロー,牡,5,504,63.9,14,3/4馬身,48.2,河内 洋,55.0,1,1,中尾 正
1986/1/5,京都,11,スポーツニッポン賞金杯,3,4,5,トウショウレオ,牡,5,474,64.1,4,1馬身,48.5,田島 良保,53.0,5,5,鶴留 明雄
1986/1/5,京都,11,スポーツニッポン賞金杯,4,7,11,ヤマノスキー,牡,6,544,64.1,0,クビ,48.3,南井 克巳,56.0,4,4,中村 好夫
1986/1/5,京都,11,スポーツニッポン賞金杯,5,3,4,ニューファンファン,牡,5,470,64.3,10,11/4馬身,48.5,岩元 市三,52.0,10,10,布施 正
1986/1/5,京都,11,スポーツニッポン賞金杯,6,5,8,トウカイブラボー,牡,5,450,64.4,0,3/4馬身,48.0,田所 秀孝,51.0,8,8,田所 秀雄
1986/1/5,京都,11,スポーツニッポン賞金杯,7,5,7,フリートホープ,牡,5,496,64.4,0,ハナ,48.4,猿橋 重利,54.0,2,2,梅内 慶蔵
1986/1/5,京都,11,スポーツニッポン賞金杯,8,1,1,ナナヨーテイター,牡,6,480,64.6,2,1馬身,49.4,安藤 賢一,53.0,11,11,吉永 猛
1986/1/5,京都,11,スポーツニッポン賞金杯,9,8,14,ロイヤルコスマー,牝,5,450,64.7,0,クビ,49.2,田原 成貴,52.0,7,7,浅見 国一
1986/1/5,京都,11,スポーツニッポン賞金杯,10,3,3,メジロトーマス,牡,6,450,64.8,0,3/4馬身,48.8,村本 善之,57.0,3,3,池江 泰郎
1986/1/5,京都,11,スポーツニッポン賞金杯,11,7,12,イブキカネール,牡,5,454,64.9,4,3/4馬身,48.5,出口 隆義,52.0,13,13,内藤 繁春
1986/1/5,京都,11,スポーツニッポン賞金杯,12,2,2,リウジンフジ,牡,8,478,65.4,16,3馬身,49.4,上野 清章,55.0,12,12,須貝 彦三
1986/1/5,京都,11,スポーツニッポン賞金杯,13,6,10,ロングクイック,牡,5,480,66.5,8,7馬身,50.4,西浦 勝一,54.0,6,6,小野 幸治
1986/1/5,京都,11,スポーツニッポン賞金杯,,4,6,ハクサンハーロック,牡,8, - ,,0,,99.9,小島 貞博,54.0,14,14,小川 佐助
1986/1/5,京都,12,サラ系5歳上900万円以下,1,6,7,ニホンピロヤマト,牡,5,508,105.5,2,,50.0,出津 孝一,54.0,2,2,服部 正利
1986/1/5,京都,12,サラ系5歳上900万円以下,2,2,2,ロングエーワン,牡,7,514,105.6,0,1/2馬身,49.7,南井 克巳,56.0,3,3,宇田 明彦
1986/1/5,京都,12,サラ系5歳上900万円以下,3,8,11,キクノグローリ,牡,7,438,106.1,0,3馬身,50.1,五十嵐 忠男,56.0,1,1,清水 久雄
1986/1/5,京都,12,サラ系5歳上900万円以下,4,1,1,スペースファイター,牡,8,450,106.4,4,13/4馬身,50.7,加用 正,56.0,4,4,瀬戸口 勉
1986/1/5,京都,12,サラ系5歳上900万円以下,5,6,6,ダイゼンオー,牡,6,512,106.4,4,アタマ,50.2,田原 成貴,57.0,5,5,中村 好夫
1986/1/5,京都,12,サラ系5歳上900万円以下,6,7,9,カワチテスコ,牡,5,450,106.6,0,1馬身,50.1,吉田 勝也,56.0,6,6,吉田 三郎
1986/1/5,京都,12,サラ系5歳上900万円以下,7,3,3,ユウワグレイトオー,牡,6,426,107.1,0,3馬身,50.7,上籠 勝仁,54.0,9,9,大根田 裕也
1986/1/5,京都,12,サラ系5歳上900万円以下,8,4,4,ファイテングタロー,牡,7,418,108.2,0,7馬身,52.7,武 永祥,56.0,7,7,武 平三
1986/1/5,京都,12,サラ系5歳上900万円以下,9,7,8,ワンダーノウブリー,牡,5,430,108.3,2,3/4馬身,50.5,安藤 賢一,56.0,10,10,小野 留嘉
1986/1/5,京都,12,サラ系5歳上900万円以下,10,8,10,ヤマノグリーン,牡,7,468,109.6,0,8馬身,51.6,河内 洋,56.0,8,8,中尾 正
1986/1/5,京都,12,サラ系5歳上900万円以下,,5,5,スカイムーニイ,牡,7,498,,0,,99.9,田島 裕和,53.0,11,11,坂口 正則
1986/1/6,中山,1,アラ系4歳上300万円以下,1,8,15,アサカマドンナ,牝,5,462,114.7,2,,39.0,田村 正光,54.0,4,4,元石 孝昭
1986/1/6,中山,1,アラ系4歳上300万円以下,2,2,4,マウントシャトー,牝,4,430,115.4,-6,4馬身,40.2,岡部 幸雄,53.0,3,3,前田 禎
1986/1/6,中山,1,アラ系4歳上300万円以下,3,1,1,アイレーン,牝,4,400,115.5,6,3/4馬身,39.8,柴田 政人,53.0,8,8,畠山 重則
1986/1/6,中山,1,アラ系4歳上300万円以下,4,4,7,ワクセイ,牡,4,464,115.6,2,クビ,39.3,上田 悟,55.0,2,2,宮沢 今朝太郎
1986/1/6,中山,1,アラ系4歳上300万円以下,5,8,16,トウカンマサオ,牡,5,450,115.8,2,11/4馬身,40.3,中野 栄治,56.0,1,1,浅野 武志
1986/1/6,中山,1,アラ系4歳上300万円以下,6,3,6,シャンデリアライト,牝,4,448,116.1,0,13/4馬身,40.6,天間 昭一,51.0,10,10,大久保 良雄
1986/1/6,中山,1,アラ系4歳上300万円以下,7,1,2,ライトツウー,牡,6,436,117.8,2,大差,42.0,菅原 泰夫,57.0,6,6,山岡 浩久
1986/1/6,中山,1,アラ系4歳上300万円以下,8,7,14,ミトモフラワー,牝,4,442,118.1,-6,13/4馬身,41.9,鈴木 寿,50.0,5,5,尾形 盛次
1986/1/6,中山,1,アラ系4歳上300万円以下,9,6,12,バイサー,牝,4,424,119.0,6,5馬身,42.1,木幡 初広,51.0,15,15,高木 嘉夫
1986/1/6,中山,1,アラ系4歳上300万円以下,10,6,11,テルノジャガー,牡,4,446,119.0,6,アタマ,42.5,菅原 隆明,55.0,7,7,元石 正雄
1986/1/6,中山,1,アラ系4歳上300万円以下,11,7,13,ユウメイセイ,牡,6,472,119.0,2,ハナ,41.3,玉井 智光,54.0,12,12,前田 禎
1986/1/6,中山,1,アラ系4歳上300万円以下,12,2,3,マツタカラオー,牡,4,442,119.3,10,13/4馬身,42.3,安田 富男,55.0,9,9,斎藤 籌敬
1986/1/6,中山,1,アラ系4歳上300万円以下,13,5,10,レッドメッサー,牝,4,424,119.6,2,13/4馬身,42.6,谷中 公一,50.0,16,16,阿部 新生
1986/1/6,中山,1,アラ系4歳上300万円以下,14,5,9,カザンアップ,牡,4,420,119.8,2,11/4馬身,42.4,小西 一男,55.0,13,13,小西 登
1986/1/6,中山,1,アラ系4歳上300万円以下,15,3,5,セキノシルバー,牝,4,434,60.8,6,6馬身,45.2,南田 美知雄,53.0,11,11,中野 隆良
1986/1/6,中山,1,アラ系4歳上300万円以下,16,4,8,タニビッグレディー,牝,4,430,62.6,14,大差,44.3,大江原 哲,53.0,14,14,山岡 浩久
