1,1805010301,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010301/,2018/2/3
1,1805010302,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010302/,2018/2/3
1,1805010303,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010303/,2018/2/3
1,1805010304,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010304/,2018/2/3
1,1805010305,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010305/,2018/2/3
1,1805010306,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010306/,2018/2/3
1,1805010307,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010307/,2018/2/3
1,1805010308,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010308/,2018/2/3
1,1805010309,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010309/,2018/2/3
1,1805010310,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010310/,2018/2/3
1,1805010311,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010311/,2018/2/3
1,1805010312,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1805010312/,2018/2/3
1,1808020301,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1808020301/,2018/2/3
1,1808020302,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1808020302/,2018/2/3
1,1808020303,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1808020303/,2018/2/3
1,1808020304,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1808020304/,2018/2/3
1,1808020305,http://keiba.yahoo.co.jp/search/race/?sy=2018&sm=2&ey=2018&em=2&gr=&b=&x=&z=&mnd=&mxd=&hid=&p=1&sidx=race_date&dir=1,https://keiba.yahoo.co.jp/race/result/1808020305/,2018/2/3
